ticker,base,quote,exchange,price,ask,bid,spread,volume
qtum-bnb,qtum,bnb,binance,0.12057,0.12089,0.12038,0.0005099999999999966,39136.0
qtum-usd,qtum,usd,binance,2.535,2.548,2.534,0.014000000000000234,608550.383
xem-btc,xem,btc,binance,8.33e-06,8.34e-06,8.33e-06,9.999999999999904e-09,21925486.0
xem-eth,xem,eth,binance,0.00031027,0.00030998,0.00030639,3.5899999999999843e-06,1077457.0
xem-bnb,xem,bnb,binance,0.00285,0.00286,0.00284,2.0000000000000052e-05,2108021.0
wan-btc,wan,btc,binance,4.88e-05,4.89e-05,4.87e-05,2.0000000000000486e-07,3964093.53
wan-eth,wan,eth,binance,0.001802,0.001805,0.001791,1.3999999999999907e-05,339767.08
wan-bnb,wan,bnb,binance,0.0167,0.0167,0.01658,0.00011999999999999858,270813.6
wpr-btc,wpr,btc,binance,1.39e-06,1.39e-06,1.38e-06,1.0000000000000116e-08,40281556.0
wpr-eth,wpr,eth,binance,5.132e-05,5.158e-05,5.086e-05,7.199999999999999e-07,3417843.0
qlc-btc,qlc,btc,binance,4.61e-06,4.61e-06,4.6e-06,9.999999999999904e-09,47698058.0
qlc-eth,qlc,eth,binance,0.00016898,0.00016998,0.00016873,1.2500000000000033e-06,825209.0
sys-btc,sys,btc,binance,8.21e-06,8.21e-06,8.17e-06,3.999999999999962e-08,6442872.0
sys-eth,sys,eth,binance,0.00029973,0.00030474,0.00030029,4.450000000000027e-06,767070.0
sys-bnb,sys,bnb,binance,0.0028,0.00281,0.00278,3.000000000000008e-05,590934.2
qlc-bnb,qlc,bnb,binance,0.00158,0.00158,0.001567,1.299999999999999e-05,1325341.0
grs-btc,grs,btc,binance,5.191e-05,5.216e-05,5.191e-05,2.499999999999993e-07,1290140.0
grs-eth,grs,eth,binance,0.00190573,0.00195587,0.00190967,4.620000000000015e-05,118944.0
ada-usd,ada,usd,binance,0.0758,0.07588,0.07579,9.000000000000674e-05,345674188.8
ada-bnb,ada,bnb,binance,0.0036,0.00361,0.0036,1.0000000000000026e-05,18486463.6
cloak-btc,cloak,btc,binance,0.0,0.0,0.0,0.0,0.0
cloak-eth,cloak,eth,binance,0.0,0.0,0.0,0.0,0.0
gnt-btc,gnt,btc,binance,1.029e-05,1.032e-05,1.029e-05,2.999999999999971e-08,2190276.0
gnt-eth,gnt,eth,binance,0.00038757,0.00038277,0.00037868,4.089999999999996e-06,352646.0
gnt-bnb,gnt,bnb,binance,0.0035,0.00355,0.0035,5.000000000000013e-05,260394.3
loom-btc,loom,btc,binance,8.62e-06,8.64e-06,8.61e-06,2.999999999999971e-08,8253450.0
loom-eth,loom,eth,binance,0.00031733,0.00032037,0.000317,3.3699999999999898e-06,1325218.0
loom-bnb,loom,bnb,binance,0.00293,0.00296,0.00293,3.000000000000008e-05,1174118.5
xrp-usd,xrp,usd,binance,0.32156,0.32156,0.32127,0.00029000000000001247,194636886.2
bcn-btc,bcn,btc,binance,0.0,0.0,0.0,0.0,0.0
bcn-eth,bcn,eth,binance,0.0,0.0,7e-06,-7e-06,0.0
bcn-bnb,bcn,bnb,binance,0.0,0.0,0.0,0.0,0.0
rep-btc,rep,btc,binance,0.002922,0.00292,0.002909,1.0999999999999725e-05,33144.093
rep-eth,rep,eth,binance,0.10785,0.10825,0.10722,0.0010300000000000031,2457.552
rep-bnb,rep,bnb,binance,0.998,1.0,0.992,0.008000000000000007,2800.567
tusd-btc,tusd,btc,binance,0.0,0.0,0.0,0.0,0.0
tusd-eth,tusd,eth,binance,0.0,0.0,0.0,0.0,0.0
tusd-bnb,tusd,bnb,binance,0.0,0.0,0.0,0.0,0.0
zen-btc,zen,btc,binance,0.001664,0.00167,0.001664,6.000000000000146e-06,77887.13
zen-eth,zen,eth,binance,0.06142,0.06246,0.06134,0.001120000000000003,6547.479
zen-bnb,zen,bnb,binance,0.57,0.57,0.567,0.0030000000000000027,17340.477
sky-btc,sky,btc,binance,0.000166,0.000166,0.000165,9.999999999999972e-07,229662.337
sky-eth,sky,eth,binance,0.00614,0.00614,0.00609,4.99999999999997e-05,29399.84
sky-bnb,sky,bnb,binance,0.056,0.057,0.056,0.0010000000000000009,50042.875
eos-usd,eos,usd,binance,5.5662,5.5639,5.5546,0.00930000000000053,12808111.69
eos-bnb,eos,bnb,binance,0.2642,0.2645,0.264,0.0005000000000000004,401124.92
cvc-btc,cvc,btc,binance,9.9e-06,9.94e-06,9.9e-06,3.999999999999962e-08,4774518.0
cvc-eth,cvc,eth,binance,0.00037064,0.00037019,0.00036173,8.46000000000001e-06,350576.0
cvc-bnb,cvc,bnb,binance,0.00335,0.00339,0.00337,1.999999999999962e-05,756707.3
theta-btc,theta,btc,binance,1.252e-05,1.252e-05,1.248e-05,3.999999999999962e-08,15424864.0
theta-eth,theta,eth,binance,0.00045952,0.0004659,0.00045917,6.729999999999985e-06,855353.0
theta-bnb,theta,bnb,binance,0.00427,0.00427,0.00426,1.000000000000046e-05,1004562.1
xrp-bnb,xrp,bnb,binance,0.01527,0.01532,0.01527,4.99999999999997e-05,11463167.6
tusd-usd,tusd,usd,binance,1.0006,1.0011,1.0007,0.000400000000000178,17118904.27
iota-usd,iota,usd,binance,0.3122,0.3126,0.3122,0.00040000000000001146,14340800.03
xlm-usd,xlm,usd,binance,0.1033,0.10328,0.10318,0.00010000000000000286,52912131.0
iotx-btc,iotx,btc,binance,1.32e-06,1.33e-06,1.32e-06,9.999999999999904e-09,346092049.0
iotx-eth,iotx,eth,binance,4.889e-05,4.915e-05,4.871e-05,4.4000000000000256e-07,10259759.0
qkc-btc,qkc,btc,binance,3.21e-06,3.22e-06,3.21e-06,9.999999999999904e-09,76899991.0
qkc-eth,qkc,eth,binance,0.00011893,0.00011927,0.00011821,1.0600000000000068e-06,6338327.0
agi-btc,agi,btc,binance,5.71e-06,5.73e-06,5.7e-06,3.000000000000056e-08,26552581.0
agi-eth,agi,eth,binance,0.00021293,0.00021424,0.00020974,4.500000000000001e-06,1112040.0
agi-bnb,agi,bnb,binance,0.00194,0.00197,0.00194,2.9999999999999862e-05,1374543.1
nxs-btc,nxs,btc,binance,4.3e-05,4.32e-05,4.3e-05,1.9999999999999809e-07,843839.2
nxs-eth,nxs,eth,binance,0.001601,0.001593,0.001582,1.0999999999999942e-05,58911.6
nxs-bnb,nxs,bnb,binance,0.0145,0.015,0.0146,0.0003999999999999993,125275.2
enj-bnb,enj,bnb,binance,0.006968,0.007039,0.007001,3.799999999999984e-05,5348322.0
data-btc,data,btc,binance,2.46e-06,2.45e-06,2.43e-06,1.999999999999981e-08,10307206.0
data-eth,data,eth,binance,8.936e-05,9.01e-05,8.909e-05,1.009999999999992e-06,1167914.0
ont-usd,ont,usd,binance,1.2084,1.2115,1.2086,0.0029000000000001247,8590715.09
trx-bnb,trx,bnb,binance,0.001195,0.001199,0.001195,3.99999999999988e-06,44871617.0
trx-usd,trx,usd,binance,0.02519,0.02519,0.02518,9.999999999999593e-06,1194789160.2
etc-usd,etc,usd,binance,6.0536,6.0535,6.0337,0.01980000000000004,1134272.43
etc-bnb,etc,bnb,binance,0.2884,0.2887,0.287,0.0017000000000000348,44605.49
icx-usd,icx,usd,binance,0.347,0.3481,0.347,0.0011000000000000454,9786206.63
sc-btc,sc,btc,binance,4.2e-07,4.2e-07,4.1e-07,1.000000000000001e-08,411341348.0
sc-eth,sc,eth,binance,1.539e-05,1.539e-05,1.536e-05,3.000000000000141e-08,56515794.0
sc-bnb,sc,bnb,binance,0.000143,0.000144,0.000142,1.9999999999999944e-06,62596446.0
npxs-btc,npxs,btc,binance,1e-07,1e-07,9e-08,9.999999999999997e-09,743781363.0
npxs-eth,npxs,eth,binance,3.33e-06,3.33e-06,3.32e-06,9.999999999999904e-09,957952993.0
ven-usd,ven,usd,binance,0.0,0.0,0.0,0.0,0.0
key-btc,key,btc,binance,4.5e-07,4.6e-07,4.5e-07,1.000000000000001e-08,101452841.0
key-eth,key,eth,binance,1.68e-05,1.678e-05,1.668e-05,9.999999999999904e-08,11472806.0
nas-btc,nas,btc,binance,0.0001356,0.0001356,0.0001352,3.999999999999826e-07,471464.2
nas-eth,nas,eth,binance,0.004975,0.005023,0.004978,4.49999999999999e-05,207170.11
nas-bnb,nas,bnb,binance,0.0463,0.04649,0.04605,0.00043999999999999595,19498.0
mft-btc,mft,btc,binance,5.1e-07,5.2e-07,5.1e-07,1.000000000000001e-08,335057435.0
mft-eth,mft,eth,binance,1.881e-05,1.895e-05,1.88e-05,1.5000000000000026e-07,35400462.0
mft-bnb,mft,bnb,binance,0.000175,0.000175,0.000174,9.999999999999972e-07,45875190.0
dent-btc,dent,btc,binance,1.2e-07,1.3e-07,1.2e-07,1.000000000000001e-08,346664406.0
dent-eth,dent,eth,binance,4.55e-06,4.55e-06,4.54e-06,9.999999999999904e-09,184868552.0
ardr-btc,ardr,btc,binance,1.048e-05,1.048e-05,1.044e-05,3.999999999999962e-08,1591959.0
ardr-eth,ardr,eth,binance,0.00038528,0.00038762,0.00038464,2.979999999999975e-06,307200.0
ardr-bnb,ardr,bnb,binance,0.00361,0.00359,0.00356,3.000000000000008e-05,266290.5
nuls-usd,nuls,usd,binance,0.6536,0.6576,0.6536,0.0040000000000000036,1490145.7
hot-btc,hot,btc,binance,1.9e-07,1.9e-07,1.8e-07,1.000000000000001e-08,1813415587.0
hot-eth,hot,eth,binance,6.64e-06,6.64e-06,6.63e-06,9.999999999999904e-09,802257599.0
vet-btc,vet,btc,binance,8.9e-07,9e-07,8.9e-07,1.000000000000001e-08,716671424.0
vet-eth,vet,eth,binance,3.286e-05,3.307e-05,3.28e-05,2.700000000000025e-07,151978868.0
vet-usd,vet,usd,binance,0.006401,0.006427,0.006401,2.600000000000085e-05,576311129.0
vet-bnb,vet,bnb,binance,0.00031,0.00031,0.0003,1.0000000000000026e-05,70865519.5
dock-btc,dock,btc,binance,1.69e-06,1.69e-06,1.68e-06,9.999999999999904e-09,122575233.0
dock-eth,dock,eth,binance,6.2e-05,6.233e-05,6.193e-05,3.9999999999999617e-07,3691657.0
poly-btc,poly,btc,binance,1.225e-05,1.231e-05,1.225e-05,6.000000000000112e-08,4337111.0
poly-bnb,poly,bnb,binance,0.00416,0.00422,0.00417,4.99999999999997e-05,623397.1
phx-btc,phx,btc,binance,1.73e-06,1.74e-06,1.73e-06,1.0000000000000116e-08,101933944.0
phx-eth,phx,eth,binance,6.441e-05,6.443e-05,6.336e-05,1.0700000000000016e-06,4239288.0
phx-bnb,phx,bnb,binance,0.000608,0.000608,0.000589,1.9000000000000028e-05,5787120.0
hc-btc,hc,btc,binance,0.0001612,0.0001613,0.0001612,1.0000000000000243e-07,134693.94
hc-eth,hc,eth,binance,0.005966,0.006021,0.005894,0.00012700000000000038,7786.56
go-btc,go,btc,binance,2.72e-06,2.73e-06,2.71e-06,2.0000000000000232e-08,59760709.0
go-bnb,go,bnb,binance,0.000923,0.000932,0.000924,7.999999999999978e-06,4233833.0
pax-btc,pax,btc,binance,0.0,0.0,0.0,0.0,0.0
pax-bnb,pax,bnb,binance,0.0,0.0,0.0,0.0,0.0
pax-usd,pax,usd,binance,1.0002,1.0004,1.0001,0.00029999999999996696,21268605.79
pax-eth,pax,eth,binance,0.0,0.0,0.0,0.0,0.0
rvn-btc,rvn,btc,binance,6.89e-06,6.91e-06,6.88e-06,2.999999999999971e-08,92541289.0
rvn-bnb,rvn,bnb,binance,0.002351,0.002356,0.002343,1.299999999999999e-05,8502699.0
dcr-btc,dcr,btc,binance,0.004065,0.004092,0.00406,3.199999999999991e-05,9366.8
dcr-bnb,dcr,bnb,binance,1.396,1.397,1.385,0.01200000000000001,1427.781
usdc-bnb,usdc,bnb,binance,0.0,0.0,0.0,0.0,0.0
usdc-btc,usdc,btc,binance,0.0,0.0,0.0,0.0,0.0
mith-btc,mith,btc,binance,5.01e-06,5e-06,4.98e-06,2.0000000000000656e-08,30241505.0
mith-bnb,mith,bnb,binance,0.00171,0.00171,0.00169,1.9999999999999836e-05,2634367.4
bchabc-btc,bchabc,btc,binance,0.049736,0.049773,0.049735,3.799999999999637e-05,180253.359
bchsv-btc,bchsv,btc,binance,0.0,0.0,0.0,0.0,0.0
bchabc-usd,bchabc,usd,binance,357.09,357.36,357.1,0.2599999999999909,321215.86953
bchsv-usd,bchsv,usd,binance,0.0,0.0,0.0,0.0,0.0
ren-btc,ren,btc,binance,3.74e-06,3.75e-06,3.74e-06,9.999999999999904e-09,19393672.0
ren-bnb,ren,bnb,binance,0.00126,0.0013,0.00127,2.9999999999999862e-05,2019270.7
usdc-usd,usdc,usd,binance,1.0006,1.0012,1.0006,0.000600000000000156,18470120.74
link-usd,link,usd,binance,0.6905,0.6902,0.6854,0.0048000000000000265,3050132.05
waves-usd,waves,usd,binance,2.4629,2.4629,2.4517,0.011199999999999655,929771.3
btt-btc,btt,btc,binance,9e-08,1e-07,9e-08,9.999999999999997e-09,2776221515.0
btt-bnb,btt,bnb,binance,3.16e-05,3.163e-05,3.15e-05,1.3000000000000045e-07,1458248149.0
btt-usd,btt,usd,binance,0.0006643,0.0006646,0.0006632,1.400000000000034e-06,16149991606.0
usds-usd,usds,usd,binance,0.9849,0.9876,0.9837,0.0039000000000000146,685126.82
ong-bnb,ong,bnb,binance,0.01874,0.01886,0.01858,0.000279999999999999,74040.0
ong-btc,ong,btc,binance,5.446e-05,5.461e-05,5.443e-05,1.8000000000000166e-07,1159843.0
ong-usd,ong,usd,binance,0.3904,0.3935,0.3904,0.0030999999999999917,820145.4
hot-bnb,hot,bnb,binance,6.156e-05,6.18e-05,6.121e-05,5.899999999999927e-07,159884599.0
hot-usd,hot,usd,binance,0.0012943,0.001299,0.0012898,9.200000000000007e-06,1138552889.0
zil-usd,zil,usd,binance,0.01642,0.01651,0.01642,8.99999999999998e-05,98242076.3
zrx-bnb,zrx,bnb,binance,0.01388,0.01392,0.01382,9.99999999999994e-05,215847.1
zrx-usd,zrx,usd,binance,0.292,0.2932,0.291,0.0022000000000000353,2139658.73
fet-bnb,fet,bnb,binance,0.00508,0.00516,0.00511,4.99999999999997e-05,1806574.5
fet-btc,fet,btc,binance,1.506e-05,1.507e-05,1.497e-05,9.999999999999904e-08,12429687.0
fet-usd,fet,usd,binance,0.1082,0.1084,0.1078,0.0005999999999999894,35753791.38
bat-usd,bat,usd,binance,0.38,0.3805,0.38,0.0005000000000000004,19858453.65
xmr-bnb,xmr,bnb,binance,3.762,3.77,3.752,0.018000000000000238,2364.833
xmr-usd,xmr,usd,binance,79.19,79.19,78.86,0.3299999999999983,16569.9311
zec-bnb,zec,bnb,binance,3.032,3.043,3.025,0.018000000000000238,1719.974
zec-usd,zec,usd,binance,64.04,64.14,63.55,0.5900000000000034,14188.19975
iost-bnb,iost,bnb,binance,0.0006331,0.0006371,0.0006305,6.600000000000052e-06,11981290.0
iost-usd,iost,usd,binance,0.013397,0.013389,0.013267,0.00012200000000000058,203667665.0
celr-bnb,celr,bnb,binance,0.000396,0.000396,0.000395,9.9999999999997e-07,23976750.0
celr-btc,celr,btc,binance,1.16e-06,1.17e-06,1.16e-06,1.0000000000000116e-08,229775101.0
celr-usd,celr,usd,binance,0.00833,0.00836,0.00832,4.0000000000000105e-05,350307581.1
dash-bnb,dash,bnb,binance,5.868,5.891,5.842,0.04900000000000038,1240.951
dash-usd,dash,usd,binance,123.53,124.21,122.96,1.25,7356.1935
nano-usd,nano,usd,binance,1.62,1.6245,1.6113,0.0132000000000001,971548.34
omg-bnb,omg,bnb,binance,0.08347,0.08446,0.08344,0.0010199999999999931,36961.4
omg-usd,omg,usd,binance,1.7675,1.7701,1.7594,0.010699999999999932,327705.45
theta-usd,theta,usd,binance,0.08871,0.08999,0.08917,0.0008200000000000013,5437806.9
enj-usd,enj,usd,binance,0.14751,0.14818,0.14748,0.0007000000000000062,19793658.5
mith-usd,mith,usd,binance,0.0358,0.03605,0.0358,0.0002500000000000002,15453663.7
matic-bnb,matic,bnb,binance,0.000221,0.000221,0.00022,9.999999999999972e-07,156187305.0
matic-btc,matic,btc,binance,6.5e-07,6.5e-07,6.4e-07,1.000000000000001e-08,1913585276.0
matic-usd,matic,usd,binance,0.00463,0.00466,0.00465,1.000000000000046e-05,686133836.8
atom-bnb,atom,bnb,binance,0.1891,0.1893,0.1884,0.0008999999999999841,268866.47
atom-btc,atom,btc,binance,0.0005531,0.0005545,0.0005514,3.100000000000021e-06,1411351.72
atom-usd,atom,usd,binance,3.97,3.972,3.96,0.01200000000000001,1428096.825
